CO_Concentration,NO2_Concentration,O3_Concentration,PM10_Concentration,PM25_Concentration,SO2_Concentration,id,station_id,test_id,time,apparentTemperature,cloudCover,datetime,dewPoint,humidity,icon,lat,long,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,uvIndex,visibility,windBearing,windGust,windSpeed
,14.7,,9.6,-6,,2998577,CT3,None,5/14/2018 3:00,16.78,0.02,5/14/2018 3:00,5.28,0.47,clear-day,51.51384718,-0.077765682,361.23,0,0,,1016.39,Clear,16.78,4,10,345,5.07,4.07
,-100,,-100,7,,2998578,CT2,None,5/14/2018 3:00,16.73,0.01,5/14/2018 3:00,5.34,0.47,clear-day,51.51452534,-0.104515626,361.67,0,0,,1016.39,Clear,16.73,4,10,344,5.03,4.06
,-100,,-100,11.5,,2998579,BX9,None,5/14/2018 3:00,16.77,0.28,5/14/2018 3:00,5.4,0.47,partly-cloudy-day,51.46598327,0.184877127,357.46,0,0,,1016.4,Partly Cloudy,16.77,4,10,349,5.49,4.38
,21.6,,12.7,-100,,2998580,BX1,None,5/14/2018 3:00,16.77,0.28,5/14/2018 3:00,5.4,0.47,partly-cloudy-day,51.46598327,0.184877127,357.46,0,0,,1016.4,Partly Cloudy,16.77,4,10,349,5.49,4.38
,41,,18,9.6,,2998581,TH4,None,5/14/2018 3:00,16.98,0.02,5/14/2018 3:00,5.16,0.46,clear-day,51.51504617,-0.008418493,360.09,0,0,,1016.39,Clear,16.98,4,10,346,5.19,4.13
,34.9,,24,14,,2998582,ST5,None,5/14/2018 3:00,16.58,0.01,5/14/2018 3:00,5.98,0.5,clear-day,51.3892869,-0.141661525,362.14,0,0,,1016.4,Clear,16.58,4,10,343,5.01,4.25
,11.6,,11.4,13,,2998583,RB7,None,5/14/2018 3:00,16.74,0.11,5/14/2018 3:00,5.68,0.48,clear-day,51.56948433,0.082907475,358.73,0,0,,1016.38,Clear,16.74,4,10,344,5.62,4.42
,-100,,-100,11.8,,2998584,TD5,None,5/14/2018 3:00,16.46,0,5/14/2018 3:00,6.21,0.51,clear-day,51.42525604,-0.345608291,365.58,0,0,,1016.39,Clear,16.46,4,10,348,4.53,3.81
,35.8,,10.6,9.8,,2998622,CD1,None,5/14/2018 4:00,16.7,0,5/14/2018 4:00,5.36,0.47,clear-day,51.544219,-0.175284,364.5,0,0,,1016.46,Clear,16.7,6,10,347,4.3,3.86
,27.5,,7.3,2.6,,2998623,BL0,None,5/14/2018 4:00,17.12,0.01,5/14/2018 4:00,5.11,0.45,clear-day,51.522287,-0.125848,363.79,0,0,,1016.46,Clear,17.12,6,10,349,4.3,3.82
,12.2,,10,5.7,,2998624,GR4,None,5/14/2018 4:00,16.98,0.09,5/14/2018 4:00,5.1,0.45,clear-day,51.45258,0.070766,360.49,0,0,,1016.49,Clear,16.98,5,10,353,4.68,4.02
,-100,,7.2,5.7,,2998625,MY7,None,5/14/2018 4:00,17.03,0.01,5/14/2018 4:00,5.17,0.46,clear-day,51.52254,-0.15459,364.26,0,0,,1016.46,Clear,17.03,6,10,349,4.25,3.79
,12.9,,15.5,13.1,,2998626,HV1,None,5/14/2018 4:00,17.42,0.2,5/14/2018 4:00,5.02,0.44,clear-day,51.52078746,0.205460706,358.19,0,0,,1016.49,Clear,17.42,5,10,356,4.99,4.19
,23.8,,12.5,8.9,,2998627,GN3,None,5/14/2018 4:00,17.28,0.11,5/14/2018 4:00,4.86,0.44,clear-day,51.486957,0.095111,360.13,0,0,,1016.48,Clear,17.28,5,10,355,4.67,4
,26,,10,6.3,,2998628,GR9,None,5/14/2018 4:00,17.24,0.06,5/14/2018 4:00,5.05,0.45,clear-day,51.456357,0.040725,361.01,0,0,,1016.48,Clear,17.24,5,10,352,4.6,3.97
,29.8,,7.9,9.9,,2998629,LW2,None,5/14/2018 4:00,17.39,0.01,5/14/2018 4:00,4.96,0.44,clear-day,51.474954,-0.039641,362.41,0,0,,1016.47,Clear,17.39,6,10,351,4.4,3.85
,29.4,,13.2,-100,,2998630,GN0,None,5/14/2018 4:00,17.19,0.09,5/14/2018 4:00,4.81,0.44,clear-day,51.490532,0.074003,360.51,0,0,,1016.48,Clear,17.19,5,10,355,4.62,3.97
,-100,,6.6,4,,2998631,KF1,None,5/14/2018 4:00,17.06,0,5/14/2018 4:00,5.29,0.46,clear-day,51.52104675,-0.21349214,365.23,0,0,,1016.46,Clear,17.06,6,10,348,4.13,3.74
,38.1,,4.6,1.8,,2998632,CD9,None,5/14/2018 4:00,17.13,0.01,5/14/2018 4:00,5.16,0.45,clear-day,51.52770662,-0.129053205,363.82,0,0,,1016.46,Clear,17.13,6,10,349,4.32,3.83
,20.8,,10.2,-9,,2998633,CT3,None,5/14/2018 4:00,17.33,0.01,5/14/2018 4:00,4.94,0.44,clear-day,51.51384718,-0.077765682,363.03,0,0,,1016.46,Clear,17.33,6,10,351,4.35,3.83
,-100,,-100,5,,2998634,CT2,None,5/14/2018 4:00,17.29,0.01,5/14/2018 4:00,5.01,0.44,clear-day,51.51452534,-0.104515626,363.47,0,0,,1016.46,Clear,17.29,6,10,351,4.31,3.81
,-100,,-100,9.9,,2998635,BX9,None,5/14/2018 4:00,17.32,0.21,5/14/2018 4:00,5.08,0.44,clear-day,51.46598327,0.184877127,358.55,0,0,,1016.5,Clear,17.32,5,10,357,4.91,4.17
,30.9,,11,-100,,2998636,BX1,None,5/14/2018 4:00,17.32,0.21,5/14/2018 4:00,5.08,0.44,clear-day,51.46598327,0.184877127,358.55,0,0,,1016.5,Clear,17.32,5,10,357,4.91,4.17
,62,,20.9,10,,2998637,TH4,None,5/14/2018 4:00,17.53,0.01,5/14/2018 4:00,4.81,0.43,clear-day,51.51504617,-0.008418493,361.88,0,0,,1016.46,Clear,17.53,6,10,353,4.49,3.9
,39.1,,19,7,,2998638,ST5,None,5/14/2018 4:00,17.11,0.01,5/14/2018 4:00,5.89,0.48,clear-day,51.3892869,-0.141661525,364.05,0,0,,1016.49,Clear,17.11,6,10,342,4.33,3.85
,14,,12.2,10,,2998639,RB7,None,5/14/2018 4:00,17.29,0.08,5/14/2018 4:00,5.28,0.45,clear-day,51.56948433,0.082907475,360.14,0,0,,1016.47,Clear,17.29,5,10,350,4.95,4.19
,-100,,-100,9.3,,2998640,TD5,None,5/14/2018 4:00,17.12,0,5/14/2018 4:00,6.17,0.48,clear-day,51.42525604,-0.345608291,367.3,0,0,,1016.48,Clear,17.12,6,10,347,3.9,2.91
,64.1,,13.9,12.9,,2998678,CD1,None,5/14/2018 5:00,17.03,0.01,5/14/2018 5:00,5.11,0.45,clear-day,51.544219,-0.175284,366.24,0,0,,1016.53,Clear,17.03,6,10,348,3.89,3.72
,36.3,,7.4,1.7,,2998679,BL0,None,5/14/2018 5:00,17.4,0.01,5/14/2018 5:00,4.84,0.43,clear-day,51.522287,-0.125848,365.55,0,0,,1016.53,Clear,17.4,6,10,351,3.89,3.67
,16.5,,6.3,6.7,,2998680,GR4,None,5/14/2018 5:00,17.22,0.08,5/14/2018 5:00,4.86,0.44,clear-day,51.45258,0.070766,362.14,0,0,,1016.56,Clear,17.22,6,10,359,4.3,3.88
,-100,,9.9,6.7,,2998681,MY7,None,5/14/2018 5:00,17.34,0.01,5/14/2018 5:00,4.92,0.44,clear-day,51.52254,-0.15459,366.01,0,0,,1016.53,Clear,17.34,6,10,350,3.84,3.65
,16.6,,13.9,12.1,,2998682,HV1,None,5/14/2018 5:00,17.71,0.15,5/14/2018 5:00,4.67,0.42,clear-day,51.52078746,0.205460706,359.41,0,0,,1016.56,Clear,17.71,6,10,0,4.66,4.05
,31.4,,11.1,6.8,,2998683,GN3,None,5/14/2018 5:00,17.54,0.09,5/14/2018 5:00,4.54,0.42,clear-day,51.486957,0.095111,361.69,0,0,,1016.55,Clear,17.54,6,10,0,4.3,3.86
,34.7,,10.6,4,,2998684,GR9,None,5/14/2018 5:00,17.48,0.05,5/14/2018 5:00,4.81,0.43,clear-day,51.456357,0.040725,362.74,0,0,,1016.55,Clear,17.48,6,10,358,4.22,3.83
,43.3,,12,6.4,,2998685,LW2,None,5/14/2018 5:00,17.62,0.02,5/14/2018 5:00,4.71,0.42,clear-day,51.474954,-0.039641,364.23,0,0,,1016.54,Clear,17.62,6,10,356,4,3.7
,61.3,,8.9,-100,,2998686,GN0,None,5/14/2018 5:00,17.42,0.07,5/14/2018 5:00,4.5,0.42,clear-day,51.490532,0.074003,362.11,0,0,,1016.55,Clear,17.42,6,10,359,4.24,3.83
,-100,,7,4.6,,2998687,KF1,None,5/14/2018 5:00,17.38,0,5/14/2018 5:00,5.06,0.44,clear-day,51.52104675,-0.21349214,366.96,0,0,,1016.53,Clear,17.38,6,10,348,3.73,3.61
,45.6,,9,6,,2998688,CD9,None,5/14/2018 5:00,17.41,0.01,5/14/2018 5:00,4.89,0.44,clear-day,51.52770662,-0.129053205,365.58,0,0,,1016.53,Clear,17.41,6,10,351,3.91,3.69
,26.9,,10,-2,,2998689,CT3,None,5/14/2018 5:00,17.57,0.01,5/14/2018 5:00,4.66,0.42,clear-day,51.51384718,-0.077765682,364.81,0,0,,1016.53,Clear,17.57,6,10,353,3.95,3.68
,-100,,-100,3,,2998690,CT2,None,5/14/2018 5:00,17.54,0.01,5/14/2018 5:00,4.73,0.43,clear-day,51.51452534,-0.104515626,365.24,0,0,,1016.53,Clear,17.54,6,10,352,3.9,3.66
,-100,,-100,8.6,,2998691,BX9,None,5/14/2018 5:00,17.59,0.16,5/14/2018 5:00,4.79,0.43,clear-day,51.46598327,0.184877127,359.87,0,0,,1016.57,Clear,17.59,6,10,2,4.58,4.02
,32.3,,14.2,-100,,2998692,BX1,None,5/14/2018 5:00,17.59,0.16,5/14/2018 5:00,4.79,0.43,clear-day,51.46598327,0.184877127,359.87,0,0,,1016.57,Clear,17.59,6,10,2,4.58,4.02
,84.1,,23.5,11.7,,2998693,TH4,None,5/14/2018 5:00,17.76,0.02,5/14/2018 5:00,4.49,0.41,clear-day,51.51504617,-0.008418493,363.69,0,0,,1016.53,Clear,17.76,6,10,355,4.08,3.75
,62.7,,23,3,,2998694,ST5,None,5/14/2018 5:00,17.33,0.02,5/14/2018 5:00,5.83,0.47,clear-day,51.3892869,-0.141661525,365.87,0,0,,1016.57,Clear,17.33,6,10,351,3.97,3.7
,31.5,,8.8,10,,2998695,RB7,None,5/14/2018 5:00,17.54,0.06,5/14/2018 5:00,4.96,0.43,clear-day,51.56948433,0.082907475,361.69,0,0,,1016.54,Clear,17.54,6,10,353,4.56,4.04
,-100,,-100,9.2,,2998696,TD5,None,5/14/2018 5:00,17.44,0.01,5/14/2018 5:00,6.14,0.47,clear-day,51.42525604,-0.345608291,368.81,0,0,,1016.56,Clear,17.44,6,10,340,3.64,3.47
,73.7,,24.5,16.8,,2998734,CD1,None,5/14/2018 6:00,18.03,0.03,5/14/2018 6:00,5.02,0.42,clear-day,51.544219,-0.175284,368.5,0,0,,1016.52,Clear,18.03,5,10,343,4.1,3.9
,48,,10.7,4.2,,2998735,BL0,None,5/14/2018 6:00,18.37,0.03,5/14/2018 6:00,4.74,0.41,clear-day,51.522287,-0.125848,367.82,0,0,,1016.53,Clear,18.37,5,10,346,4.11,3.83
,21.6,,9.5,7.2,,2998736,GR4,None,5/14/2018 6:00,18.31,0.08,5/14/2018 6:00,4.79,0.41,clear-day,51.45258,0.070766,364.27,0,0,,1016.56,Clear,18.31,5,10,3,4.5,3.66
,-100,,12.1,7.7,,2998737,MY7,None,5/14/2018 6:00,18.32,0.03,5/14/2018 6:00,4.82,0.41,clear-day,51.52254,-0.15459,368.28,0,0,,1016.53,Clear,18.32,5,10,345,4.06,3.82
,19.2,,10.6,8,,2998738,HV1,None,5/14/2018 6:00,18.88,0.1,5/14/2018 6:00,4.47,0.39,clear-day,51.52078746,0.205460706,361.23,0,0,,1016.56,Clear,18.88,5,10,358,4.86,4.06
,32.5,,9.6,4.4,,2998739,GN3,None,5/14/2018 6:00,18.59,0.08,5/14/2018 6:00,4.4,0.39,clear-day,51.486957,0.095111,363.77,0,0,,1016.55,Clear,18.59,5,10,358,4.5,3.84
,38.4,,12.3,6.8,,2998740,GR9,None,5/14/2018 6:00,18.53,0.07,5/14/2018 6:00,4.74,0.4,clear-day,51.456357,0.040725,364.95,0,0,,1016.56,Clear,18.53,5,10,3,4.42,3.61
,44.3,,9.4,8.9,,2998741,LW2,None,5/14/2018 6:00,18.6,0.05,5/14/2018 6:00,4.63,0.4,clear-day,51.474954,-0.039641,366.52,0,0,,1016.54,Clear,18.6,5,10,357,4.22,3.61
,72.1,,10.9,-100,,2998742,GN0,None,5/14/2018 6:00,18.47,0.07,5/14/2018 6:00,4.36,0.39,clear-day,51.490532,0.074003,364.25,0,0,,1016.55,Clear,18.47,5,10,357,4.44,3.82
,-100,,8.3,4.3,,2998743,KF1,None,5/14/2018 6:00,18.38,0.03,5/14/2018 6:00,4.97,0.41,clear-day,51.52104675,-0.21349214,369.21,0,0,,1016.53,Clear,18.38,5,10,343,3.96,3.81
,73.5,,13.5,9.4,,2998744,CD9,None,5/14/2018 6:00,18.38,0.03,5/14/2018 6:00,4.78,0.41,clear-day,51.52770662,-0.129053205,367.85,0,0,,1016.53,Clear,18.38,5,10,346,4.12,3.85
,26.8,,9.8,4,,2998745,CT3,None,5/14/2018 6:00,18.51,0.04,5/14/2018 6:00,4.54,0.4,clear-day,51.51384718,-0.077765682,367.1,0,0,,1016.53,Clear,18.51,5,10,348,4.16,3.82
,-100,,-100,6,,2998746,CT2,None,5/14/2018 6:00,18.49,0.04,5/14/2018 6:00,4.62,0.4,clear-day,51.51452534,-0.104515626,367.52,0,0,,1016.53,Clear,18.49,5,10,347,4.11,3.81
,-100,,-100,10.1,,2998747,BX9,None,5/14/2018 6:00,18.75,0.12,5/14/2018 6:00,4.65,0.39,clear-day,51.46598327,0.184877127,361.72,0,0,,1016.57,Clear,18.75,5,10,0,4.76,3.93
,26.2,,15.2,-100,,2998748,BX1,None,5/14/2018 6:00,18.75,0.12,5/14/2018 6:00,4.65,0.39,clear-day,51.46598327,0.184877127,361.72,0,0,,1016.57,Clear,18.75,5,10,0,4.76,3.93
,91.4,,31.7,14.3,,2998749,TH4,None,5/14/2018 6:00,18.68,0.04,5/14/2018 6:00,4.36,0.39,clear-day,51.51504617,-0.008418493,366.01,0,0,,1016.53,Clear,18.68,5,10,351,4.27,3.85
,46.3,,11,4,,2998750,ST5,None,5/14/2018 6:00,18.51,0.07,5/14/2018 6:00,5.9,0.44,clear-day,51.3892869,-0.141661525,368.07,0.0076,0.01,rain,1016.57,Clear,18.51,5,10,15,4.26,3.35
,46.9,,11,12,,2998751,RB7,None,5/14/2018 6:00,18.59,0.06,5/14/2018 6:00,4.81,0.4,clear-day,51.56948433,0.082907475,363.8,0,0,,1016.53,Clear,18.59,5,10,351,4.72,4.11
,-100,,-100,7.9,,2998752,TD5,None,5/14/2018 6:00,18.61,0.08,5/14/2018 6:00,6.16,0.44,clear-day,51.42525604,-0.345608291,370.67,0,0,,1016.55,Clear,18.61,5,10,347,3.96,3.45
,81.1,,23.6,16.2,,2998790,CD1,None,5/14/2018 7:00,18.52,0.07,5/14/2018 7:00,5.03,0.41,clear-day,51.544219,-0.175284,370.73,0,0,,1016.46,Clear,18.52,4,10,335,4.64,4.21
,54.1,,58.3,6.8,,2998791,BL0,None,5/14/2018 7:00,18.81,0.07,5/14/2018 7:00,4.72,0.39,clear-day,51.522287,-0.125848,370.07,0,0,,1016.48,Clear,18.81,4,10,337,4.66,4.11
,21.1,,10.2,7.6,,2998792,GR4,None,5/14/2018 7:00,18.71,0.1,5/14/2018 7:00,4.79,0.4,clear-day,51.45258,0.070766,366.44,0.0127,0.03,rain,1016.53,Clear,18.71,4,10,353,5,2.95
,-100,,13.3,6.7,,2998793,MY7,None,5/14/2018 7:00,18.77,0.08,5/14/2018 7:00,4.81,0.4,clear-day,51.52254,-0.15459,370.5,0,0,,1016.47,Clear,18.77,4,10,336,4.62,4.13
,16.8,,10.2,6.5,,2998794,HV1,None,5/14/2018 7:00,19.37,0.06,5/14/2018 7:00,4.33,0.37,clear-day,51.52078746,0.205460706,363.22,0,0,,1016.52,Clear,19.37,4,10,353,5.3,4.14
,26,,12.5,7.5,,2998795,GN3,None,5/14/2018 7:00,19.03,0.08,5/14/2018 7:00,4.32,0.38,clear-day,51.486957,0.095111,365.93,0,0,,1016.52,Clear,19.03,4,10,350,5,3.75
,34.3,,13.8,6.5,,2998796,GR9,None,5/14/2018 7:00,18.91,0.1,5/14/2018 7:00,4.75,0.39,clear-day,51.456357,0.040725,367.17,0.0127,0.03,rain,1016.52,Clear,18.91,4,10,352,4.94,2.88
,44.3,,16,12.2,,2998797,LW2,None,5/14/2018 7:00,18.98,0.09,5/14/2018 7:00,4.62,0.39,clear-day,51.474954,-0.039641,368.8,0.0076,0.02,rain,1016.5,Clear,18.98,4,10,346,4.77,3.23
,61.9,,12.9,-100,,2998798,GN0,None,5/14/2018 7:00,18.94,0.07,5/14/2018 7:00,4.28,0.38,clear-day,51.490532,0.074003,366.45,0,0,,1016.51,Clear,18.94,4,10,348,4.94,3.79
,-100,,26.8,6.6,,2998799,KF1,None,5/14/2018 7:00,18.82,0.08,5/14/2018 7:00,4.98,0.4,clear-day,51.52104675,-0.21349214,371.39,0,0,,1016.46,Clear,18.82,4,10,333,4.53,4.16
,76.5,,15.3,11,,2998800,CD9,None,5/14/2018 7:00,18.82,0.07,5/14/2018 7:00,4.77,0.4,clear-day,51.52770662,-0.129053205,370.1,0,0,,1016.47,Clear,18.82,4,10,337,4.67,4.13
,24,,14.8,14,,2998801,CT3,None,5/14/2018 7:00,18.95,0.07,5/14/2018 7:00,4.51,0.39,clear-day,51.51384718,-0.077765682,369.38,0,0,,1016.49,Clear,18.95,4,10,339,4.7,4.06
,-100,,-100,9,,2998802,CT2,None,5/14/2018 7:00,18.92,0.07,5/14/2018 7:00,4.59,0.39,clear-day,51.51452534,-0.104515626,369.78,0,0,,1016.48,Clear,18.92,4,10,338,4.66,4.07
,-100,,-100,9.9,,2998803,BX9,None,5/14/2018 7:00,19.19,0.09,5/14/2018 7:00,4.58,0.38,clear-day,51.46598327,0.184877127,363.71,0.0051,0.01,rain,1016.54,Clear,19.19,4,10,352,5.2,3.72
,17.2,,11.2,-100,,2998804,BX1,None,5/14/2018 7:00,19.19,0.09,5/14/2018 7:00,4.58,0.38,clear-day,51.46598327,0.184877127,363.71,0.0051,0.01,rain,1016.54,Clear,19.19,4,10,352,5.2,3.72
,67.7,,45.6,15.3,,2998805,TH4,None,5/14/2018 7:00,19.12,0.07,5/14/2018 7:00,4.3,0.38,clear-day,51.51504617,-0.008418493,368.34,0,0,,1016.49,Clear,19.12,4,10,343,4.8,4.04
,43.4,,21,3,,2998806,ST5,None,5/14/2018 7:00,18.71,0.16,5/14/2018 7:00,6.02,0.43,clear-day,51.3892869,-0.141661525,370.17,0.0203,0.03,rain,1016.53,Clear,18.71,4,10,36,4.9,1.34
,35.5,,8.4,7,,2998807,RB7,None,5/14/2018 7:00,19.12,0.06,5/14/2018 7:00,4.75,0.39,clear-day,51.56948433,0.082907475,366.04,0,0,,1016.49,Clear,19.12,4,10,344,5.17,4.27
,-100,,-100,8.5,,2998808,TD5,None,5/14/2018 7:00,18.85,0.18,5/14/2018 7:00,6.21,0.44,clear-day,51.42525604,-0.345608291,372.3,0.0051,0.01,rain,1016.5,Clear,18.85,4,10,336,4.62,2.81
,78.3,,23.7,8.7,,2998846,CD1,None,5/14/2018 8:00,18.63,0.12,5/14/2018 8:00,5.2,0.41,clear-day,51.544219,-0.175284,371.54,0,0,,1016.46,Clear,18.63,3,10,330,5.14,4.48
,49,,20.1,2.9,,2998847,BL0,None,5/14/2018 8:00,18.88,0.12,5/14/2018 8:00,4.87,0.4,clear-day,51.522287,-0.125848,371.05,0,0,,1016.47,Clear,18.88,3,10,332,5.13,4.34
,15.7,,7.7,5.2,,2998848,GR4,None,5/14/2018 8:00,18.72,0.15,5/14/2018 8:00,4.91,0.4,clear-day,51.45258,0.070766,367.98,0.0178,0.03,rain,1016.53,Clear,18.72,3,10,339,5.38,4.05
,-100,,14.3,4.3,,2998849,MY7,None,5/14/2018 8:00,18.83,0.13,5/14/2018 8:00,4.97,0.4,clear-day,51.52254,-0.15459,371.38,0,0,,1016.47,Clear,18.83,3,10,331,5.1,4.38
,11.9,,7.8,3,,2998850,HV1,None,5/14/2018 8:00,19.34,0.06,5/14/2018 8:00,4.39,0.37,clear-day,51.52078746,0.205460706,365.05,0,0,,1016.52,Clear,19.34,3,10,351,5.61,4.16
,15.2,,12,2.7,,2998851,GN3,None,5/14/2018 8:00,19.03,0.11,5/14/2018 8:00,4.41,0.38,clear-day,51.486957,0.095111,367.53,0.0076,0.02,rain,1016.52,Clear,19.03,3,10,344,5.36,4.05
,25.4,,9.8,5.1,,2998852,GR9,None,5/14/2018 8:00,18.93,0.15,5/14/2018 8:00,4.87,0.4,clear-day,51.456357,0.040725,368.66,0.0178,0.04,rain,1016.52,Clear,18.93,3,10,337,5.34,4.07
,33,,13.3,6,,2998853,LW2,None,5/14/2018 8:00,19.02,0.15,5/14/2018 8:00,4.74,0.39,clear-day,51.474954,-0.039641,370.07,0.0127,0.03,rain,1016.5,Clear,19.02,3,10,334,5.21,4.16
,52.3,,11.7,-100,,2998854,GN0,None,5/14/2018 8:00,18.99,0.11,5/14/2018 8:00,4.36,0.38,clear-day,51.490532,0.074003,368.01,0.0076,0.03,rain,1016.51,Clear,18.99,3,10,343,5.32,4.06
,-100,,32.5,5.8,,2998855,KF1,None,5/14/2018 8:00,18.86,0.13,5/14/2018 8:00,5.16,0.41,clear-day,51.52104675,-0.21349214,372.05,0,0,,1016.46,Clear,18.86,3,10,328,5.03,4.47
,63.4,,-100,-100,,2998856,CD9,None,5/14/2018 8:00,18.91,0.12,5/14/2018 8:00,4.92,0.4,clear-day,51.52770662,-0.129053205,371.07,0,0,,1016.47,Clear,18.91,3,10,332,5.14,4.37
,27.5,,21.6,20,,2998857,CT3,None,5/14/2018 8:00,19.03,0.12,5/14/2018 8:00,4.63,0.39,clear-day,51.51384718,-0.077765682,370.53,0,0,,1016.48,Clear,19.03,3,10,334,5.15,4.25
,-100,,-100,6,,2998858,CT2,None,5/14/2018 8:00,18.99,0.12,5/14/2018 8:00,4.73,0.39,clear-day,51.51452534,-0.104515626,370.83,0,0,,1016.48,Clear,18.99,3,10,333,5.12,4.29
,-100,,-100,6.8,,2998859,BX9,None,5/14/2018 8:00,19.14,0.11,5/14/2018 8:00,4.67,0.38,clear-day,51.46598327,0.184877127,365.48,0.0076,0.02,rain,1016.54,Clear,19.14,3,10,348,5.5,4.01
,9.4,,12.9,-100,,2998860,BX1,None,5/14/2018 8:00,19.14,0.11,5/14/2018 8:00,4.67,0.38,clear-day,51.46598327,0.184877127,365.48,0.0076,0.02,rain,1016.54,Clear,19.14,3,10,348,5.5,4.01
,56,,32.5,10.1,,2998861,TH4,None,5/14/2018 8:00,19.21,0.11,5/14/2018 8:00,4.4,0.38,clear-day,51.51504617,-0.008418493,369.74,0.0051,0.03,rain,1016.49,Clear,19.21,3,10,338,5.22,4.18
,30.5,,11,2,,2998862,ST5,None,5/14/2018 8:00,18.62,0.24,5/14/2018 8:00,6.21,0.44,clear-day,51.3892869,-0.141661525,371.03,0.033,0.04,rain,1016.53,Clear,18.62,2,10,322,5.51,4.42
,27,,13.4,9,,2998863,RB7,None,5/14/2018 8:00,19.25,0.08,5/14/2018 8:00,4.85,0.39,clear-day,51.56948433,0.082907475,367.64,0,0,,1016.49,Clear,19.25,3,10,342,5.56,4.37
,-100,,-100,6.4,,2998864,TD5,None,5/14/2018 8:00,18.69,0.26,5/14/2018 8:00,6.37,0.45,partly-cloudy-day,51.42525604,-0.345608291,372.38,0.0102,0.02,rain,1016.48,Partly Cloudy,18.69,2,10,318,5.38,4.65
,87.4,,18.7,10.6,,2998902,CD1,None,5/14/2018 9:00,18.23,0.19,5/14/2018 9:00,5.58,0.43,clear-day,51.544219,-0.175284,370.13,0,0,,1016.47,Clear,18.23,1,10,329,5.45,4.66
,44,,12.1,4,,2998903,BL0,None,5/14/2018 9:00,18.46,0.2,5/14/2018 9:00,5.23,0.42,clear-day,51.522287,-0.125848,370.07,0,0,,1016.49,Clear,18.46,1,10,331,5.33,4.48
,11.4,,-1.2,3.6,,2998904,GR4,None,5/14/2018 9:00,18.29,0.23,5/14/2018 9:00,5.19,0.42,clear-day,51.45258,0.070766,368.71,0.0102,0.03,rain,1016.56,Clear,18.29,1,10,344,5.45,3.98
,-100,,12,3.4,,2998905,MY7,None,5/14/2018 9:00,18.39,0.2,5/14/2018 9:00,5.34,0.42,clear-day,51.52254,-0.15459,370.15,0,0,,1016.49,Clear,18.39,1,10,330,5.32,4.54
,8,,9,3.5,,2998906,HV1,None,5/14/2018 9:00,18.96,0.13,5/14/2018 9:00,4.74,0.39,clear-day,51.52078746,0.205460706,366.88,0,0,,1016.55,Clear,18.96,2,10,357,5.68,4.08
,11.9,,8.6,4.2,,2998907,GN3,None,5/14/2018 9:00,18.62,0.19,5/14/2018 9:00,4.73,0.4,clear-day,51.486957,0.095111,368.45,0,0,,1016.55,Clear,18.62,1,10,348,5.4,3.99
,20.5,,9.6,1.5,,2998908,GR9,None,5/14/2018 9:00,18.49,0.23,5/14/2018 9:00,5.16,0.41,clear-day,51.456357,0.040725,369.13,0.0102,0.04,rain,1016.56,Clear,18.49,1,10,341,5.42,4.05
,28.5,,9.6,5.2,,2998909,LW2,None,5/14/2018 9:00,18.58,0.23,5/14/2018 9:00,5.06,0.41,clear-day,51.474954,-0.039641,369.85,0.0076,0.03,rain,1016.53,Clear,18.58,1,10,335,5.33,4.23
,43.2,,14.9,-100,,2998910,GN0,None,5/14/2018 9:00,18.63,0.19,5/14/2018 9:00,4.69,0.4,clear-day,51.490532,0.074003,368.75,0,0,,1016.55,Clear,18.63,1,10,346,5.36,4.02
,-100,,10.9,2.6,,2998911,KF1,None,5/14/2018 9:00,18.39,0.21,5/14/2018 9:00,5.54,0.43,clear-day,51.52104675,-0.21349214,370.32,0,0,,1016.47,Clear,18.39,1,10,327,5.3,4.67
,65.4,,-100,-100,,2998912,CD9,None,5/14/2018 9:00,18.49,0.2,5/14/2018 9:00,5.29,0.42,clear-day,51.52770662,-0.129053205,370.06,0,0,,1016.49,Clear,18.49,1,10,331,5.36,4.51
,15.4,,19.2,23,,2998913,CT3,None,5/14/2018 9:00,18.63,0.2,5/14/2018 9:00,4.99,0.41,clear-day,51.51384718,-0.077765682,369.96,0,0,,1016.51,Clear,18.63,1,10,334,5.28,4.35
,-100,,-100,2,,2998914,CT2,None,5/14/2018 9:00,18.58,0.2,5/14/2018 9:00,5.09,0.41,clear-day,51.51452534,-0.104515626,370.03,0,0,,1016.5,Clear,18.58,1,10,333,5.28,4.41
,-100,,-100,4.9,,2998915,BX9,None,5/14/2018 9:00,18.74,0.19,5/14/2018 9:00,4.97,0.4,clear-day,51.46598327,0.184877127,367.17,0,0,,1016.57,Clear,18.74,1,10,358,5.54,3.9
,5.2,,14.3,-100,,2998916,BX1,None,5/14/2018 9:00,18.74,0.19,5/14/2018 9:00,4.97,0.4,clear-day,51.46598327,0.184877127,367.17,0,0,,1016.57,Clear,18.74,1,10,358,5.54,3.9
,59,,40.2,9.3,,2998917,TH4,None,5/14/2018 9:00,18.79,0.19,5/14/2018 9:00,4.74,0.4,clear-day,51.51504617,-0.008418493,369.76,0,0,,1016.53,Clear,18.79,1,10,338,5.3,4.24
